CVR,CropCode,TotalMarkerArea,MarkerFieldCount
37606278,3,26.369999999999997,4
37606278,14,17.51,2
37606278,30,13.28,1
37606650,1,37.230000000000004,7
37606650,6,49.370000000000005,4
37606650,13,63.06,7
37606650,15,18.17,5
37606650,22,31.470000000000002,7
37606650,250,3.7399999999999998,3
37606650,271,0.61,2
37606650,276,0.32,1
37606650,308,5.98,7
37606650,407,25.35,3
37609064,1,5.62,3
37609064,105,0.93,1
37609064,126,0.19,1
37609064,252,0.41,1
37609064,257,1.64,1
37609064,544,0.11,1
37609064,703,1.18,1
37609153,1,50.5,7
37609153,11,36.84,6
37609153,31,21.48,4
37609153,214,5.49,1
37609153,252,1.3599999999999999,3
37609153,255,2.5700000000000003,2
37609153,260,1.14,1
37610151,1,10.66,2
37610151,10,2.99,1
37610151,212,4.5,2
37610151,252,1.8199999999999998,2
37610151,254,16.6,1
37610151,260,3.55,2
37610151,271,0.95,1
37610151,318,42.339999999999996,11
37612308,263,6.87,3
37612308,490,12.94,1
37612936,31,15.79,1
37612936,251,2.11,3
37612936,254,5.2,1
37613096,1,199.94999999999996,13
37613096,11,78.52,5
37613096,15,73.52999999999999,12
37613096,101,51.04,3
37613096,102,62.629999999999995,5
37613096,150,18.76,2
37613096,151,148.39000000000001,19
37613096,252,9.18,8
37613096,263,0.3,1
37613096,264,8.53,1
37613096,271,0.46,1
37613096,276,1.6400000000000001,2
37613096,583,2.05,1
37613738,1,51.67,7
37613738,216,109.16,22
37613738,252,0.85,2
37613738,257,10.5,5
37613738,260,71.40999999999998,16
37613738,263,1.04,2
37613738,271,2.24,3
37614289,1,0.4,1
37614289,5,0.21000000000000002,2
37614289,254,8.99,7
37614289,276,0.8899999999999999,3
37614750,251,0.11,2
37614750,252,7.5,3
37614750,530,0.3,1
37614750,907,0.16,1
37618179,276,8.92,3
37619027,216,115.4,15
37619027,221,24.65,3
37619027,252,16.62,3
37619027,260,63.23,7
37619566,214,17.14,3
37619566,216,36.6,7
37619566,251,0.32,1
37619566,252,20.4,7
37619566,255,38.62,6
37619566,260,25.620000000000005,6
37619566,264,0.04,1
37620688,1,38.959999999999994,7
37620688,21,29.93,5
37620688,30,8.0,1
37620688,151,21.509999999999998,3
37620688,210,9.25,1
37620688,250,1.26,1
37623326,254,3.3899999999999997,3
37623326,255,10.63,4
37623326,450,0.08,1
37623326,528,0.09,1
37623326,907,0.41,1
37624047,1,11.25,7
37624047,3,3.3,1
37624047,11,5.95,2
37624047,252,1.1099999999999999,3
37624047,268,0.77,1
37624659,520,7.4399999999999995,2
37624659,521,1.84,1
37634557,252,2.37,2
37634557,268,0.9,1
37634921,1,32.2,4
37634921,11,4.0,1
37634921,22,12.19,3
37634921,31,16.02,2
37634921,151,5.61,1
37634921,216,8.24,1
37634921,247,2.59,1
37634921,250,0.22,4
37634921,252,6.58,2
37634921,268,0.51,1
37637092,1,5.8,1
37637092,4,5.140000000000001,3
37637092,260,3.72,6
37637092,276,3.39,1
37637335,2,3.77,1
37637335,251,10.629999999999999,3
37637335,252,11.600000000000001,7
37637335,254,1.18,1
37637335,260,18.02,6
37637335,486,0.11,1
37637335,583,0.8,1
37637335,599,7.76,1
37638781,252,3.01,1
37640166,210,30.78,4
37640166,216,235.05999999999997,31
37640166,252,22.650000000000002,6
37640166,260,90.56,12
37640166,263,43.67,7
37640166,308,10.15,4
37640166,602,1.1,1
37640166,603,16.009999999999998,4
37641987,247,2.97,1
37641987,251,5.4,4
37641987,252,96.49000000000001,26
37641987,254,1.88,1
37641987,264,2.45,1
37641987,268,39.79999999999999,15
37641987,318,4.59,7
37641987,907,8.52,4
37642207,1,25.41,4
37642207,15,20.65,3
37642207,216,71.93,9
37642207,251,3.92,3
37642207,252,21.28,10
37642207,254,7.140000000000001,4
37642207,260,52.68000000000001,7
37642207,268,5.75,1
37642207,308,3.99,7
37642207,325,2.38,1
37642207,327,0.14,1
37647071,900,0.53,1
37650935,1,9.05,2
37650935,22,10.74,1
37650935,260,7.22,1
37652628,1,4.14,2
37652628,11,65.69,5
37652628,22,17.1,2
37652628,101,11.459999999999999,3
37652628,252,2.04,1
37652628,308,2.75,3
37653993,252,4.0,1
37653993,255,0.26,1
37653993,260,4.04,2
37653993,271,0.29,1
37656127,2,8.059999999999999,2
37656127,7,0.67,1
37656127,247,2.7,1
37656127,252,5.55,4
37656127,260,6.87,2
37656127,450,0.3,1
37663433,3,6.7299999999999995,2
37663433,252,0.32,1
37663433,450,0.05,1
37663433,527,0.13,1
37669962,1,8.86,3
37669962,3,3.53,2
37669962,252,3.1399999999999997,5
37669962,263,4.23,1
37670669,247,4.02,1
37670669,264,0.47,2
37670669,266,0.3,1
37670669,310,0.26,1
37671193,3,23.63,3
37671193,31,12.82,4
37671193,361,2.95,2
37673935,1,0.84,1
37673935,254,2.41,1
37673935,260,3.0300000000000002,4
37674028,276,3.31,2
37674303,1,23.05,10
37674303,11,30.74,11
37674303,15,12.260000000000002,2
37674303,22,13.15,1
37674303,152,0.8799999999999999,2
37674303,250,0.52,1
37674303,263,1.6800000000000002,2
37674303,308,0.45,1
37674303,583,3.8099999999999996,2
37674621,255,0.63,2
37674621,260,0.01,1
37674621,528,6.85,4
37674621,529,0.16,1
37679267,1,56.620000000000005,3
37679267,11,11.450000000000001,4
37679267,22,38.24,3
37679267,101,12.969999999999999,2
37679267,108,12.06,1
37679267,113,13.2,1
37679267,276,0.63,1
37679267,308,7.07,6
37679747,1,27.14,9
37679747,11,10.56,3
37679747,15,2.95,2
37679747,250,0.2,1
37679747,252,4.73,1
37679747,255,1.55,1
37679747,260,13.349999999999998,7
37679747,276,3.83,5
37679747,280,6.96,3
37679747,701,1.89,1
37682748,257,7.41,3
37682810,1,1.02,1
37682810,15,1.04,1
37682810,216,4.78,1
37682810,252,28.25,17
37682810,257,8.330000000000002,8
37682810,260,140.39999999999998,18
37682810,263,66.16,11
37682810,310,2.29,5
37683906,152,1.23,2
37683906,252,3.2,2
37683906,260,0.8600000000000001,3
37687790,250,5.13,1
37687790,252,3.01,4
37687790,593,2.84,1
37688991,252,20.89,2
37689483,251,1.6600000000000001,3
37689483,268,0.88,1
37689483,276,2.51,6
37692166,1,5.78,1
37692166,276,0.41,1
37692492,1,126.86000000000001,16
37692492,3,19.52,2
37692492,10,40.93,3
37692492,11,33.46,5
37692492,15,76.82000000000001,11
37692492,22,19.82,1
37692492,31,5.84,1
37692492,216,1.12,1
37692492,252,0.71,1
37692492,263,2.32,1
37692492,271,1.48,1
37694363,3,7.49,2
37696587,1,130.73,7
37696587,11,401.44000000000005,32
37696587,13,122.95,5
37696587,152,229.93000000000004,21
37696587,252,2.4,3
37696587,308,57.73000000000001,36
37696587,418,16.78,1
37700819,1,5.06,4
37700819,2,2.1,1
37700819,3,6.71,1
37700819,7,7.9,2
37700819,11,17.04,2
37700819,14,35.55,6
37700819,18,10.280000000000001,3
37700819,31,4.78,1
37700819,40,14.65,4
37700819,42,9.49,3
37700819,252,2.73,1
37700819,260,17.8,3
37700843,210,1.22,1
37700843,263,7.670000000000001,6
37701297,252,3.87,1
37701297,264,0.38,1
37701297,268,0.21,1
37701297,276,1.2,1
37701297,450,1.47,3
37701297,531,2.31,4
37701297,580,10.84,1
37701327,1,4.74,1
37701327,251,0.8,1
37701327,252,21.55,15
37701327,260,6.14,2
37701327,263,29.040000000000003,16
37701327,264,2.73,1
37701327,268,1.44,3
37701327,276,1.42,3
37701327,701,2.02,1
37701327,707,6.04,1
37703095,252,1.73,1
37703095,255,7.25,14
37703095,583,14.620000000000003,9
37719552,1,12.82,2
37719552,11,5.2,1
37719552,22,5.2,1
37729914,1,18.35,3
37729914,11,22.330000000000002,2
37729914,15,4.31,2
37729914,252,5.25,2
37729914,276,15.42,9
37729914,308,1.58,2
37729914,310,7.109999999999999,4
37729914,325,0.83,1
37729914,338,3.17,1
37729914,339,1.17,1
37737550,1,9.61,3
37737550,251,5.779999999999999,2
37737550,252,3.24,1
37737550,260,2.86,1
37737550,268,6.55,4
37741426,1,19.01,3
37741426,10,8.13,1
37741426,11,39.43,8
37741426,251,1.55,1
37741426,310,4.35,1
37741426,321,7.42,3
37744573,252,1.98,2
37744573,254,2.65,1
37748358,252,3.83,3
37748358,276,3.01,2
37749575,250,4.13,1
37749575,264,3.1399999999999997,3
37749575,267,4.21,1
37749575,276,15.86,7
37749575,592,1.16,1
37751308,434,0.34,1
37751308,531,1.78,1
37751308,583,1.8,2
37751979,3,10.030000000000001,4
37751979,260,2.82,1
37751979,907,0.5800000000000001,2
37755176,252,2.37,3
37755176,255,12.02,2
37755176,260,1.26,1
37755354,1,40.169999999999995,9
37755354,5,1.2,2
37755354,10,14.129999999999999,3
37755354,11,134.91,15
37755354,22,40.12,4
37755354,102,24.3,3
37755354,152,8.5,6
37755354,271,1.45,1
37755354,276,0.55,1
37755354,308,1.63,3
37755354,310,0.09000000000000001,3
37755354,327,1.46,3
37755354,345,0.28,2
37755354,401,1.8599999999999999,2
37755354,411,34.62,3
37755354,424,1.09,1
37755354,513,8.2,3
37755354,583,2.8000000000000003,5
37761710,1,185.05,17
37761710,11,253.85,19
37761710,22,97.43,9
37761710,101,28.92,2
37761710,102,58.99,4
37761710,110,11.62,2
37761710,252,9.1,5
37761710,260,5.819999999999999,3
37761710,263,0.4,1
37761710,308,1.86,3
37761710,310,1.01,2
37761710,324,1.35,1
37761710,583,3.34,1
37761710,603,1.25,1
37763977,250,0.71,1
37763977,251,1.0699999999999998,2
37763977,252,1.14,1
37768219,1,39.29,3
37768219,15,37.11,2
37768219,22,7.51,1
37768219,101,13.09,2
37768219,308,0.78,2
37770248,247,56.190000000000005,18
37770248,252,1.76,2
37770248,254,0.78,3
37770531,1,5.66,2
37770531,271,0.17,1
37770531,668,5.03,1
37771627,1,12.47,1
37771627,2,23.6,5
37771627,7,44.47,3
37771627,10,10.190000000000001,2
37771627,15,8.12,1
37771627,22,15.87,3
37771627,216,17.45,1
37771627,263,1.75,1
37771627,339,0.41,1
37771627,701,4.1899999999999995,2
37771988,261,1.95,1
37771988,264,0.23,1
37771988,534,0.95,1
37771988,907,0.04,1
37773468,252,0.8999999999999999,2
37773468,592,3.25,5
37776289,11,32.07,3
37776289,22,12.16,1
37776289,214,8.85,2
37776289,216,28.21,1
37776289,257,2.97,3
37776289,260,13.68,2
37776289,263,1.21,3
37779229,1,9.3,2
37779229,10,4.01,2
37779229,268,1.88,1
37779229,276,1.81,2
37779458,1,7.37,3
37780936,3,5.74,1
37780936,252,8.420000000000002,3
37780936,260,0.04,1
37781088,264,1.39,1
37781088,701,1.79,2
37782572,1,27.939999999999998,4
37782572,11,28.950000000000003,6
37782572,22,17.13,1
37782572,252,0.91,1
37782572,263,3.81,1
37782572,310,1.07,1
37782572,325,0.96,1
37782785,1,150.75,12
37782785,3,31.36,6
37782785,11,161.06,13
37782785,15,55.44,7
37782785,22,102.77999999999999,9
37782785,252,9.54,4
37782785,263,2.42,3
37782785,264,1.85,2
37782785,276,12.65,10
37782785,308,26.43,20
37782785,310,2.5700000000000003,2
37782785,327,0.03,1
37782785,343,1.8199999999999998,2
37784850,251,0.18,2
37784850,268,31.61,7
37786233,276,8.280000000000001,7
37790338,1,10.079999999999998,2
37790338,3,10.93,1
37790338,11,9.88,3
37790338,214,31.25,5
37790338,252,1.57,1
37790338,260,72.44,17
37790338,703,3.03,2
37790567,250,4.42,3
37790885,1,2.09,1
37790885,252,8.44,2
37791482,1,35.31,8
37791482,11,30.55,3
37791482,22,23.89,3
37791482,108,13.58,2
37791482,250,0.9099999999999999,2
37791482,266,0.68,1
37791482,308,3.16,3
37791482,327,0.96,3
37793272,11,4.45,1
37793361,252,1.21,1
37793361,254,5.41,1
37793485,268,9.280000000000001,9
37793523,1,48.08,7
37793523,2,18.119999999999997,2
37793523,3,7.14,1
37793523,11,25.749999999999996,5
37793523,101,27.79,2
37793523,151,29.279999999999998,4
37793523,264,2.04,1
37793523,271,2.24,1
37793523,276,1.37,1
37793523,308,1.29,1
37793523,583,1.37,3
37799653,1,81.30000000000001,8
37799653,11,23.11,1
37799653,15,31.48,5
37799653,22,51.52,6
37799653,101,45.34,8
37799653,151,32.47,3
37799653,216,95.38,12
37799653,252,26.82,18
37799653,254,10.59,3
37799653,260,64.72,15
37799653,263,16.14,2
37799653,276,3.69,6
37799653,308,19.700000000000003,14
37799653,318,52.95,6
37799653,321,51.17,6
37799653,580,1.18,1
37800503,216,127.77000000000001,15
37800503,257,2.92,2
37800503,260,82.7,12
37800503,263,36.85,6
37800503,701,60.269999999999996,4
37801917,252,4.8,1
37801917,254,1.07,1
37801917,276,0.29,1
37801917,531,4.0600000000000005,2
37801917,907,1.2,5
37802328,1,25.96,6
37802328,10,20.63,3
37802328,11,44.580000000000005,3
37802328,22,32.59,2
37802328,250,0.54,1
37802328,580,2.1,1
37803170,267,1.19,1
37803170,520,2.0,1
37806307,1,7.85,1
37806927,252,4.89,1
37807680,1,3.75,1
37807680,528,25.25,11
37807680,529,6.109999999999999,7
37809705,1,12.79,2
37809705,3,40.260000000000005,9
37809705,7,10.11,1
37809705,14,22.11,4
37809705,30,9.66,1
37809705,32,10.03,1
37809705,252,2.3899999999999997,6
37809705,260,2.3,2
37809705,907,0.1,1
37810096,252,2.05,1
37814563,3,3.8,1
37814563,252,9.71,4
37814563,260,70.82999999999998,17
37814563,318,2.58,3
37814563,450,0.09,1
37814563,907,0.23,1
37814849,247,27.839999999999996,3
37814849,251,3.9200000000000004,4
37814849,263,0.65,1
37814849,276,5.07,4
37814849,318,10.5,2
37814849,580,13.64,7
37814849,583,7.77,2
37814849,907,0.42,2
37816256,1,5.16,1
37816256,14,17.02,2
37816256,215,11.719999999999999,2
37816256,252,4.87,3
37816256,254,4.2,1
37816256,260,46.620000000000005,11
37816906,214,3.26,3
37816906,250,0.6599999999999999,2
37816906,260,7.19,5
37816906,276,4.19,4
37817899,11,10.52,1
37817899,22,14.139999999999999,3
37817899,264,0.89,1
37817899,276,3.1100000000000003,3
37817899,308,1.4,1
37823244,1,0.84,1
37823244,22,3.25,1
37823244,268,2.37,1
37825492,1,0.92,1
37825492,252,1.56,1
37825492,310,1.14,1
37825743,252,1.83,1
37825743,520,73.12,9
37831166,11,6.4399999999999995,2
37831166,264,0.35,1
37831166,276,3.59,2
37832847,3,167.18,12
37832847,10,235.96000000000004,23
37832847,11,312.22,22
37832847,13,124.58,7
37832847,22,120.72999999999999,6
37832847,264,3.86,3
37832847,276,6.18,9
37832847,308,5.15,8
37832847,327,0.73,4
37833665,1,256.81000000000006,35
37833665,3,21.51,4
37833665,11,101.1,17
37833665,15,60.849999999999994,14
37833665,31,29.990000000000002,4
37833665,101,22.15,4
37833665,264,1.33,1
37833665,276,9.78,7
37833665,308,17.37,13
37833665,345,1.06,2
37833665,580,0.33,1
37833665,602,14.120000000000001,8
37834238,1,104.27000000000001,10
37834238,11,70.25,6
37834238,101,12.19,1
37834238,102,17.3,1
37834238,108,32.61,2
37834238,113,39.19,3
37834238,124,25.12,3
37834238,308,6.15,4
37834238,325,2.1,3
37834238,343,5.46,2
37834238,652,11.01,3
37834394,1,7.48,2
37835536,15,3.27,1
37835536,252,2.3,2
37835536,263,1.4,1
37835536,264,3.67,1
37835536,276,1.5,1
37835536,528,0.13,1
37838861,250,0.63,1
37838861,251,8.8,1
37838861,254,19.939999999999998,8
37838861,276,4.45,3
37838861,318,0.71,1
37841404,1,16.17,1
37841404,11,12.120000000000001,2
37841404,308,0.13,1
37841439,257,13.879999999999999,2
37841439,271,5.39,3
37841846,1,26.57,6
37841846,2,19.95,4
37841846,3,43.99,11
37841846,11,44.809999999999995,8
37841846,16,26.18,4
37841846,250,9.2,7
37841846,251,1.22,1
37841846,252,16.15,15
37841846,260,3.0100000000000002,2
37841846,268,13.77,3
37841846,276,0.86,1
37841846,583,0.24,1
37841846,701,0.93,1
37842133,1,15.49,1
37842133,15,7.43,4
37842133,102,14.8,2
37842133,151,22.41,2
37842133,216,0.3,1
37842133,276,0.98,1
37842133,308,0.3,1
37842133,325,0.6,1
37842133,602,1.16,1
37842184,1,69.75999999999999,4
37842184,3,30.89,2
37842184,11,65.59,5
37842184,30,75.57,6
37842184,113,25.13,1
37842184,120,34.67,1
37842184,308,0.1,2
37842184,666,5.83,2
37842184,921,0.38,5
37842796,534,26.54,5
37842923,1,132.12,9
37842923,11,170.68,12
37842923,22,42.68,4
37842923,160,159.8,15
37842923,276,2.28,3
37842923,327,0.13,1
37848336,1,64.16,10
37848336,11,15.04,1
37848336,22,16.139999999999997,3
37848336,151,44.62,7
37848336,251,7.12,3
37848336,264,4.53,1
37848336,268,6.85,1
37848336,271,1.13,1
37848336,308,7.58,1
37848336,701,1.28,1
37849324,251,4.32,3
37849642,101,127.67,6
37849642,109,34.91,2
37849642,116,69.84,8
37849642,264,0.04,1
37850063,210,9.7,2
37850063,250,6.680000000000001,4
37850063,267,0.09,1
37852392,1,513.0999999999999,43
37852392,10,57.92999999999999,7
37852392,11,264.97,25
37852392,22,121.01,10
37852392,263,8.52,2
37852392,264,3.41,2
37852392,276,48.92,26
37852392,308,22.430000000000003,19
37852392,310,0.32,2
37852392,581,14.02,6
37852392,593,0.24,1
37852392,603,8.030000000000001,8
37856002,252,0.44,1
37856002,260,1.9999999999999998,3
37856002,578,2.61,3
37858110,260,15.120000000000001,7
37858110,264,0.15,1
37858110,528,0.77,2
37858110,578,8.02,6
37858110,592,0.49,1
37859192,252,2.48,2
37859605,251,1.95,1
37859605,252,3.38,2
37859605,578,1.94,1
37859605,593,0.76,1
37860166,252,0.67,1
37860166,260,3.78,1
37860298,1,1.88,1
37860298,252,1.08,1
37860298,257,1.76,2
37860298,267,0.51,1
37860581,1,9.56,4
37861812,1,9.719999999999999,2
37861812,3,3.25,1
37862215,1,9.52,1
37862215,4,0.8,1
37862215,11,20.509999999999998,3
37862215,15,16.49,1
37862215,254,2.73,1
37862215,270,0.49,1
37862215,583,1.48,1
37863262,1,199.49,27
37863262,3,0.87,1
37863262,11,101.83000000000001,9
37863262,22,68.53999999999999,7
37863262,101,73.83000000000001,4
37863262,151,56.239999999999995,3
37863262,250,8.53,3
37863262,252,8.399999999999999,6
37863262,260,5.1,2
37863262,267,0.5800000000000001,2
37863262,334,2.3,2
37863262,339,22.669999999999998,10
37863262,583,1.88,1
37863505,1,8.98,2
37863505,7,3.05,1
37863505,11,14.75,2
37863505,214,14.989999999999998,3
37863505,216,40.66,5
37863505,263,27.07,4
37863505,701,11.939999999999998,6
37864234,1,3.8499999999999996,3
37865885,3,6.159999999999999,2
37865885,11,30.18,5
37865885,22,14.71,3
37865885,252,1.47,2
37871362,251,0.98,1
37871362,252,3.25,3
37871702,255,6.3,1
37873659,254,7.409999999999999,4
37873659,263,6.48,2
37873659,907,0.13,1
37874639,247,54.44,5
37874639,250,1.1400000000000001,2
37874639,252,14.079999999999998,3
37874639,254,131.85999999999999,9
37874639,260,5.579999999999999,4
37874639,264,17.46,1
37874639,271,9.82,4
37874639,276,19.16,6
37874639,311,5.6,3
37874639,321,5.15,9
37874639,580,17.85,6
37874833,234,2.39,1
37874833,260,2.76,1
37876119,1,11.7,4
37876119,3,3.98,1
37876119,15,3.8,1
37876119,101,3.05,1
37876119,276,2.2199999999999998,2
37876747,255,2.48,1
37876747,257,0.76,1
37881988,252,2.89,3
37881988,260,10.47,4
37883859,1,12.92,2
37883859,3,5.34,1
37883859,276,2.5,1
37883859,308,1.13,1
37883859,583,0.11,1
37883859,587,2.03,1
37884049,1,33.21,6
37884049,11,37.089999999999996,3
37884049,21,17.1,2
37884049,22,18.13,3
37884049,111,8.83,2
37884049,124,6.5,1
37884049,160,9.47,1
37884049,252,1.98,1
37884049,268,0.56,1
37884049,308,3.17,1
37884812,1,7.27,1
37884812,11,18.490000000000002,3
37884812,260,4.12,1
37884812,308,1.87,1
37884812,325,0.15,1
37884960,1,51.239999999999995,6
37884960,15,21.12,1
37884960,216,18.9,1
37884960,276,0.4,1
37884960,308,0.62,1
37884960,578,3.44,1
37884960,583,0.2,1
37885894,1,4.72,1
37887722,252,0.42,1
37887722,268,0.56,1
37887722,528,2.07,2
37887722,530,0.38,1
37887722,580,2.09,1
37887722,907,6.45,1
37889679,1,137.97,9
37889679,216,132.38,12
37889679,252,11.56,5
37889679,257,3.82,1
37889679,260,109.95,5
37889679,263,15.749999999999998,3
37889679,310,4.98,4
37889679,345,0.85,2
37889679,701,6.06,2
37889679,707,35.24,1
37891193,1,46.120000000000005,2
37891193,10,16.8,2
37891193,11,29.57,3
37891193,216,26.23,3
37891193,268,0.69,1
37891193,308,1.07,1
37895970,251,5.03,2
37895970,268,3.48,2
37898724,1,0.11,1
37898724,2,0.11,1
37898724,55,0.1,1
37898724,247,3.3600000000000003,2
37898724,254,5.79,5
37898724,260,4.59,4
37898724,267,1.7999999999999998,2
37898724,450,0.11,1
37898724,907,0.7,1
37899631,3,6.54,2
37899631,11,23.62,3
37899631,22,11.46,1
37899631,32,5.21,1
37899631,210,2.18,2
37899631,252,7.78,1
37899631,260,13.59,3
37899941,1,231.26,26
37899941,4,0.87,6
37899941,5,2.12,3
37899941,11,296.05,23
37899941,22,118.08,14
37899941,101,96.06,7
37899941,107,16.62,1
37899941,108,90.57,7
37899941,111,60.769999999999996,5
37899941,112,149.07,12
37899941,120,35.400000000000006,4
37899941,124,47.89,6
37899941,180,82.17999999999999,7
37899941,182,8.6,1
37899941,252,11.79,11
37899941,260,4.68,4
37899941,263,32.76,15
37899941,264,0.32,8
37899941,267,3.4000000000000004,3
37899941,268,0.34,1
37899941,308,46.500000000000014,22
37899941,325,0.7,1
37899941,655,8.24,1
37900494,251,0.57,1
37900494,260,6.18,4
37900494,266,0.5,1
37900494,268,2.29,1
37900494,580,0.54,1
37900494,581,14.29,6
37901075,1,2.96,1
37901075,2,5.23,3
37901075,10,6.64,1
37901075,11,18.79,5
37901075,15,26.669999999999998,7
37901075,22,8.69,3
37901075,31,12.24,1
37901075,252,1.2,1
37901075,263,2.63,1
37901075,276,1.02,1
37901075,325,0.17,1
37901075,580,0.4,1
37901164,251,0.36,1
37901164,252,7.2299999999999995,6
37901164,263,9.209999999999999,4
37901164,310,0.31,1
37902152,1,6.43,2
37902152,22,11.3,2
37902152,252,4.51,3
37902152,271,0.02,1
37902152,276,2.59,4
37902152,308,1.77,1
37903078,252,2.22,2
37903078,260,2.19,2
37903078,592,0.72,1
37903256,10,28.979999999999997,6
37903256,11,11.959999999999999,2
37903256,15,13.6,4
37903256,264,0.33,1
37903256,271,0.04,1
37903256,276,1.32,1
37903256,308,5.61,4
37903841,1,69.55,12
37903841,216,61.160000000000004,14
37903841,250,0.11,1
37903841,252,20.110000000000003,10
37903841,254,35.06,5
37903841,260,52.629999999999995,10
37903841,280,15.11,3
37903841,308,3.17,2
37903841,553,2.42,1
37903892,3,33.36,2
37903892,7,83.64000000000001,19
37903892,11,37.64,3
37903892,14,69.9,17
37903892,22,48.22,2
37903892,30,18.16,1
37903892,31,69.9,10
37903892,252,12.36,9
37903892,257,18.75,8
37903892,260,14.43,8
37903892,263,2.0100000000000002,13
37903892,655,7.74,2
37903892,907,4.49,16
37914312,1,29.72,7
37914312,11,13.12,1
37914312,101,11.66,1
37914312,151,14.5,2
37914312,216,17.32,3
37914312,252,9.629999999999999,9
37914312,254,1.0,1
37914312,260,13.64,3
37914312,267,1.26,3
37914312,318,10.950000000000001,6
37914312,707,9.87,1
37916544,251,4.31,1
37916544,907,1.92,2
37916587,1,15.5,2
37916587,10,8.27,1
37916587,11,25.25,3
37916587,22,8.47,1
37916587,101,8.5,1
37916587,252,19.48,6
37916587,263,0.6,1
37916587,268,0.11,1
37916587,276,1.02,1
37916706,1,16.77,1
37916706,11,10.76,1
37916706,22,8.67,1
37916706,120,22.51,1
37916706,160,20.72,3
37916706,268,9.629999999999999,2
37916706,553,0.21,1
37916706,666,2.98,3
37917907,1,8.52,3
37918393,1,20.380000000000003,2
37918393,11,46.44,8
37918393,22,21.57,2
37918393,255,3.91,5
37918393,263,0.96,1
37918393,339,6.84,4
37920754,11,9.14,1
37922250,1,6.21,3
37923753,255,1.95,2
37923753,263,0.85,1
37924008,1,4.58,1
37924008,11,1.87,1
37924008,216,18.439999999999998,2
37924687,1,15.18,4
37924687,10,5.7,1
37924687,15,8.99,2
37924687,151,5.19,1
37924687,214,3.98,1
37924687,252,7.3500000000000005,5
37924687,260,0.37,1
37924687,709,2.14,1
37925055,210,8.59,6
37925055,252,19.419999999999998,7
37925055,257,16.29,5
37925055,263,50.739999999999995,22
37925055,268,1.29,2
37926175,1,7.949999999999999,3
37926175,150,1.0,1
37926175,151,12.700000000000001,2
37926175,252,2.95,1
37926175,260,3.37,3
37926175,709,3.51,1
37929026,1,0.78,1
37929026,252,0.48,1
37929026,260,2.22,1
37929026,311,3.3,1
37929026,580,0.65,1
37929026,583,0.92,2
37933414,1,19.549999999999997,3
37933414,215,14.07,1
37933414,254,4.34,2
37933414,260,38.97,10
37934658,528,3.97,1
37936405,252,3.65,1
37938033,1,19.84,4
37938033,11,32.769999999999996,3
37938033,216,20.2,1
37938033,252,1.46,1
37938033,260,10.76,3
37938033,263,7.28,1
37945080,264,0.8,1
37945080,318,2.34,2
37945080,578,2.59,2
37945080,580,0.21,1
37946621,252,3.24,2
37946621,268,3.35,1
37946850,216,104.55999999999999,7
37946850,252,2.99,4
37946850,260,23.46,7
37946850,276,2.63,4
37946850,325,9.71,1
37946850,701,21.19,2
37948098,251,3.07,1
37948705,210,4.27,1
37948705,250,1.06,4
37948705,264,0.36,1
37948705,266,3.8099999999999996,6
37950351,156,2.27,1
37950351,263,0.88,1
37950351,578,4.85,1
37950564,251,0.89,1
37950564,578,5.93,1
37950653,1,3.6,2
37950653,260,1.01,1
37950653,263,0.3,1
37954578,1,16.78,3
37954578,3,7.08,1
37954578,247,26.369999999999997,6
37954578,250,12.6,2
37954578,252,50.959999999999994,19
37954578,254,4.37,3
37954578,260,44.480000000000004,8
37954578,318,527.2700000000001,55
37954578,907,86.63999999999999,19
37955809,251,4.4399999999999995,3
37956538,252,1.69,2
37956538,268,11.950000000000001,5
37956538,907,1.25,2
37958220,1,214.05999999999997,33
37958220,11,144.57999999999998,19
37958220,15,55.510000000000005,12
37958220,22,80.42,9
37958220,252,1.24,1
37958220,276,9.3,6
37958220,308,36.49,22
37958220,310,11.8,3
37958727,252,6.54,2
37958727,264,3.39,2
37958727,271,3.41,2
37958727,276,5.58,2
37961337,3,3.1799999999999997,2
37962260,1,130.88,9
37962260,11,116.47000000000001,8
37962260,15,39.78,1
37962260,22,95.88999999999999,17
37962260,102,34.68,1
37962260,252,4.19,1
37962260,264,5.73,1
37962260,271,0.31,1
37962260,276,5.61,2
37962260,308,1.68,1
37966045,1,13.18,2
37966045,11,15.76,2
37966045,252,2.05,3
37966045,255,2.81,1
37966045,268,0.1,1
37966045,308,0.03,1
37969680,252,5.12,1
37969680,254,4.28,1
37969680,578,3.04,3
37969680,701,2.18,1
37970093,247,3.48,1
37970093,250,7.6899999999999995,4
37970093,252,2.43,2
37970093,254,1.43,1
37970093,260,6.140000000000001,4
37970093,268,16.03,11
37970093,528,4.68,4
37970093,701,2.51,3
37974021,1,60.2,7
37974021,11,56.64999999999999,8
37974021,14,43.75000000000001,8
37974021,22,60.58,9
37974021,30,63.36,11
37974021,108,23.71,2
37974021,110,13.6,4
37974021,112,14.39,1
37974021,120,18.33,1
37974021,252,1.47,1
37974021,257,2.17,2
37974021,263,3.66,4
37974021,271,0.62,1
37974021,282,0.31000000000000005,2
37974021,321,0.93,1
37974021,325,0.41,1
37974021,339,14.120000000000001,6
37974021,552,0.21,1
37975842,264,0.22,1
37975842,276,7.869999999999999,10
37976105,252,6.21,4
