OriginalPesticideRowID,companyname,companyregistrationnumber,streetname,streetbuildingidentifier,flooridentifier,postcodeidentifier,city,acreagesize,acreageunit,name,code,pesticidename,pesticideregistrationnumber,dosagequantity,dosageunit,nopesticides
268001,,44037467,Kongeåvej,49,nan,6600,Vejen,66.65,2,Vårbyg,1,,18-597,18.446,4,0
268026,,44063808,Debelvej,58B,nan,6753,Agerbæk,53.08,2,"Rajgræsfrø, alm.",101,,19-246,13.27,4,0
268027,,44063808,Debelvej,58B,nan,6753,Agerbæk,53.08,2,"Rajgræsfrø, alm.",101,,19-184,7.962,4,0
268028,,44063808,Debelvej,58B,nan,6753,Agerbæk,205.85,2,"Kartofler, stivelses-",151,,632-4,283.935,2,0
268029,,44063808,Debelvej,58B,nan,6753,Agerbæk,205.85,2,"Kartofler, stivelses-",151,,396-53,594.876,4,0
268030,,44063808,Debelvej,58B,nan,6753,Agerbæk,279.23,2,Vårbyg,1,,347-57,41.738,4,0
268031,,44063808,Debelvej,58B,nan,6753,Agerbæk,14.76,2,"Kartofler, lægge- (egen opformering)",150,,361-15,44.28,4,0
268032,,44063808,Debelvej,58B,nan,6753,Agerbæk,14.76,2,"Kartofler, lægge- (egen opformering)",150,,632-4,7.38,2,0
268033,,44063808,Debelvej,58B,nan,6753,Agerbæk,205.85,2,"Kartofler, stivelses-",151,,561-3,82.34,2,0
268034,,44063808,Debelvej,58B,nan,6753,Agerbæk,279.23,2,Vårbyg,1,,64-87,69.788,4,0
268035,,44063808,Debelvej,58B,nan,6753,Agerbæk,53.08,2,"Rajgræsfrø, alm.",101,,18-665,14.862,4,0
268036,,44063808,Debelvej,58B,nan,6753,Agerbæk,14.76,2,"Kartofler, lægge- (egen opformering)",150,,1-299,18.512,4,0
268037,,44063808,Debelvej,58B,nan,6753,Agerbæk,205.85,2,"Kartofler, stivelses-",151,,632-2,301.905,4,0
268038,,44063808,Debelvej,58B,nan,6753,Agerbæk,14.76,2,"Kartofler, lægge- (egen opformering)",150,,396-53,26.136,4,0
268039,,44063808,Debelvej,58B,nan,6753,Agerbæk,205.85,2,"Kartofler, stivelses-",151,,396-57,40.254,4,0
268040,,44063808,Debelvej,58B,nan,6753,Agerbæk,80.87,2,Vinterbyg,10,,1-211,121.215,4,0
268041,,44063808,Debelvej,58B,nan,6753,Agerbæk,205.85,2,"Kartofler, stivelses-",151,,361-15,617.55,4,0
268042,,44063808,Debelvej,58B,nan,6753,Agerbæk,14.76,2,"Kartofler, lægge- (egen opformering)",150,,396-34,23.612,4,0
268043,,44063808,Debelvej,58B,nan,6753,Agerbæk,14.76,2,"Kartofler, lægge- (egen opformering)",150,,64-128,4.425,4,0
268044,,44063808,Debelvej,58B,nan,6753,Agerbæk,205.85,2,"Kartofler, stivelses-",151,,347-5,10.292,4,0
268045,,44063808,Debelvej,58B,nan,6753,Agerbæk,279.23,2,Vårbyg,1,,18-416,8.374,4,0
268046,,44063808,Debelvej,58B,nan,6753,Agerbæk,165.76,2,Vinterhybridrug,15,,18-667,49.68,4,0
268047,,44063808,Debelvej,58B,nan,6753,Agerbæk,279.23,2,Vårbyg,1,,18-597,69.562,4,0
268048,,44063808,Debelvej,58B,nan,6753,Agerbæk,14.76,2,"Kartofler, lægge- (egen opformering)",150,,396-58,5.9,4,0
268049,,44063808,Debelvej,58B,nan,6753,Agerbæk,80.87,2,Vinterbyg,10,,19-184,16.162,4,0
268050,,44063808,Debelvej,58B,nan,6753,Agerbæk,53.08,2,"Rajgræsfrø, alm.",101,,18-416,0.265,4,0
268051,,44063808,Debelvej,58B,nan,6753,Agerbæk,14.76,2,"Kartofler, lægge- (egen opformering)",150,,727-2,50.54,4,0
268052,,44063808,Debelvej,58B,nan,6753,Agerbæk,14.76,2,"Kartofler, lægge- (egen opformering)",150,,347-5,0.738,4,0
268053,,44063808,Debelvej,58B,nan,6753,Agerbæk,279.23,2,Vårbyg,1,,396-53,103.158,4,0
268054,,44063808,Debelvej,58B,nan,6753,Agerbæk,14.76,2,"Kartofler, lægge- (egen opformering)",150,,561-3,5.902,2,0
268055,,44063808,Debelvej,58B,nan,6753,Agerbæk,80.87,2,Vinterbyg,10,,18-597,32.324,4,0
268056,,44063808,Debelvej,58B,nan,6753,Agerbæk,205.85,2,"Kartofler, stivelses-",151,,396-34,649.08,4,0
268057,,44063808,Debelvej,58B,nan,6753,Agerbæk,165.76,2,Vinterhybridrug,15,,18-416,8.28,4,0
268058,,44063808,Debelvej,58B,nan,6753,Agerbæk,205.85,2,"Kartofler, stivelses-",151,,396-58,82.34,4,0
268059,,44063808,Debelvej,58B,nan,6753,Agerbæk,165.76,2,Vinterhybridrug,15,,11-65,0.565,2,0
268060,,44063808,Debelvej,58B,nan,6753,Agerbæk,53.08,2,"Rajgræsfrø, alm.",101,,64-67,31.848,4,0
268061,,44063808,Debelvej,58B,nan,6753,Agerbæk,205.85,2,"Kartofler, stivelses-",151,,1-195,292.176,4,0
268062,,44063808,Debelvej,58B,nan,6753,Agerbæk,279.23,2,Vårbyg,1,,11-65,2.233,2,0
268063,,44063808,Debelvej,58B,nan,6753,Agerbæk,205.85,2,"Kartofler, stivelses-",151,,64-128,61.755,4,0
268064,,44063808,Debelvej,58B,nan,6753,Agerbæk,80.87,2,Vinterbyg,10,,18-416,4.04,4,0
268065,,44063808,Debelvej,58B,nan,6753,Agerbæk,14.76,2,"Kartofler, lægge- (egen opformering)",150,,1-195,17.712,4,0
268066,,44063808,Debelvej,58B,nan,6753,Agerbæk,165.76,2,Vinterhybridrug,15,,1-211,124.2,4,0
268067,,44104040,Rougsøvej,186,nan,8950,Ørsted,,,nan,,,nan,,,1
268068,,44112779,Søndermarksvej,12,nan,6760,Ribe,106.98,2,Silomajs med græsudlæg,218,,48-43,112.205,4,0
268069,,44112779,Søndermarksvej,12,nan,6760,Ribe,106.98,2,Silomajs med græsudlæg,218,,64-82,16.046,4,0
268070,,44112779,Søndermarksvej,12,nan,6760,Ribe,106.98,2,Silomajs med græsudlæg,218,,1-224,0.567,2,0
268071,,44112779,Søndermarksvej,12,nan,6760,Ribe,106.98,2,Silomajs med græsudlæg,218,,11-72,0.599,2,0
268072,,44112779,Søndermarksvej,12,nan,6760,Ribe,106.98,2,Silomajs med græsudlæg,218,,18-416,6.829,4,0
268073,,44112779,Søndermarksvej,12,nan,6760,Ribe,106.98,2,Silomajs med græsudlæg,218,,632-6,31.34,4,0
268074,,44112779,Søndermarksvej,12,nan,6760,Ribe,106.98,2,Silomajs med græsudlæg,218,,18-442,10.025,2,0
268075,,44112779,Søndermarksvej,12,nan,6760,Ribe,106.98,2,Silomajs med græsudlæg,218,,347-46,26.58,4,0
268078,,44145197,Ndr Bounumvej,22,nan,6870,Ølgod,,,nan,,,nan,,,1
268079,,44150530,Skelhøjvej,4,nan,8585,Glesborg,20.1,2,Juletræer og pyntegrønt,583,,1067-3,1.0,4,0
268080,,44150530,Skelhøjvej,4,nan,8585,Glesborg,20.5,2,Juletræer og pyntegrønt,583,,561-3,5.13,2,0
268081,,44150530,Skelhøjvej,4,nan,8585,Glesborg,8.9,2,Juletræer og pyntegrønt,583,,18-484,1.34,2,0
268082,,44150530,Skelhøjvej,4,nan,8585,Glesborg,8.9,2,Juletræer og pyntegrønt,583,,18-514,2.23,4,0
268083,,44150530,Skelhøjvej,4,nan,8585,Glesborg,2.8,2,Juletræer og pyntegrønt,583,,526-21,0.16,4,0
268084,,44150530,Skelhøjvej,4,nan,8585,Glesborg,56.1,2,Juletræer og pyntegrønt,583,,48-16,89.2,4,0
268085,,44161583,Ingstrupvej,44,nan,9700,Brønderslev,,,nan,,,nan,,,1
268086,,44164981,Sømosevej,30,nan,6800,Varde,,,nan,,,nan,,,1
268087,,44180480,Randersvej,76A,nan,8800,Viborg,0.02,2,Øvrige afgrøder,900,,352-5,0.015,2,0
268088,,44183552,Tinghøjvej,96,nan,8920,Randers NV,13.85,2,Vinterhybridrug,15,,347-57,5.54,4,0
268089,,44183552,Tinghøjvej,96,nan,8920,Randers NV,13.85,2,Vinterhybridrug,15,,1-223,2.077,4,0
268090,,44183552,Tinghøjvej,96,nan,8920,Randers NV,41.72,2,"Kartofler, stivelses-",151,,352-13,144.592,4,0
268091,,44183552,Tinghøjvej,96,nan,8920,Randers NV,13.85,2,Vinterhybridrug,15,,19-22,6.925,4,0
268092,,44183552,Tinghøjvej,96,nan,8920,Randers NV,124.09,2,Vinterhvede,11,,19-240,62.045,4,0
268093,,44183552,Tinghøjvej,96,nan,8920,Randers NV,98.48,2,Vårbyg,1,,64-87,9.086,4,0
268094,,44183552,Tinghøjvej,96,nan,8920,Randers NV,23.35,2,"Rajgræsfrø, alm.",101,,19-246,4.67,4,0
268095,,44183552,Tinghøjvej,96,nan,8920,Randers NV,41.72,2,"Kartofler, stivelses-",151,,18-597,34.398,4,0
268096,,44183552,Tinghøjvej,96,nan,8920,Randers NV,41.72,2,"Kartofler, stivelses-",151,,64-134,8.344,2,0
268097,,44183552,Tinghøjvej,96,nan,8920,Randers NV,98.48,2,Vårbyg,1,,396-78,4.924,2,0
268098,,44183552,Tinghøjvej,96,nan,8920,Randers NV,124.09,2,Vinterhvede,11,,11-66,0.055,2,0
268099,,44183552,Tinghøjvej,96,nan,8920,Randers NV,27.68,2,Vinterbyg,10,,1-223,5.0,4,0
268100,,44183552,Tinghøjvej,96,nan,8920,Randers NV,41.72,2,"Kartofler, stivelses-",151,,19-93,31.752,4,0
268101,,44183552,Tinghøjvej,96,nan,8920,Randers NV,98.48,2,Vårbyg,1,,396-82,4.924,4,0
268102,,44183552,Tinghøjvej,96,nan,8920,Randers NV,124.09,2,Vinterhvede,11,,18-564,76.18,4,0
268103,,44183552,Tinghøjvej,96,nan,8920,Randers NV,41.72,2,"Kartofler, stivelses-",151,,357-4,21.225,4,0
268104,,44183552,Tinghøjvej,96,nan,8920,Randers NV,13.85,2,Vinterhybridrug,15,,18-416,1.662,4,0
268105,,44183552,Tinghøjvej,96,nan,8920,Randers NV,124.09,2,Vinterhvede,11,,18-631,50.555,4,0
268106,,44183552,Tinghøjvej,96,nan,8920,Randers NV,112.48,2,Vinterraps,22,,64-72,135.697,4,0
268107,,44183552,Tinghøjvej,96,nan,8920,Randers NV,27.68,2,Vinterbyg,10,,18-597,11.072,4,0
268108,,44183552,Tinghøjvej,96,nan,8920,Randers NV,23.35,2,"Rajgræsfrø, alm.",101,,64-88,17.512,4,0
268109,,44183552,Tinghøjvej,96,nan,8920,Randers NV,98.48,2,Vårbyg,1,,19-184,24.62,4,0
268110,,44183552,Tinghøjvej,96,nan,8920,Randers NV,23.35,2,"Rajgræsfrø, alm.",101,,19-184,3.66,4,0
268111,,44183552,Tinghøjvej,96,nan,8920,Randers NV,13.85,2,Vinterhybridrug,15,,18-564,8.31,4,0
268112,,44183552,Tinghøjvej,96,nan,8920,Randers NV,41.72,2,"Kartofler, stivelses-",151,,64-128,12.516,4,0
268113,,44183552,Tinghøjvej,96,nan,8920,Randers NV,124.09,2,Vinterhvede,11,,396-82,12.409,4,0
268114,,44183552,Tinghøjvej,96,nan,8920,Randers NV,124.09,2,Vinterhvede,11,,18-665,31.022,4,0
268115,,44183552,Tinghøjvej,96,nan,8920,Randers NV,27.68,2,Vinterbyg,10,,1-211,41.52,4,0
268116,,44183552,Tinghøjvej,96,nan,8920,Randers NV,41.72,2,"Kartofler, stivelses-",151,,357-15,83.075,4,0
268117,,44183552,Tinghøjvej,96,nan,8920,Randers NV,27.68,2,Vinterbyg,10,,18-414,5.536,4,0
268118,,44183552,Tinghøjvej,96,nan,8920,Randers NV,124.09,2,Vinterhvede,11,,1-223,33.157,4,0
268119,,44183552,Tinghøjvej,96,nan,8920,Randers NV,112.48,2,Vinterraps,22,,396-77,6.004,2,0
268120,,44183552,Tinghøjvej,96,nan,8920,Randers NV,23.35,2,"Rajgræsfrø, alm.",101,,501-21,1.751,4,0
268121,,44183552,Tinghøjvej,96,nan,8920,Randers NV,98.48,2,Vårbyg,1,,18-597,29.544,4,0
268122,,44183552,Tinghøjvej,96,nan,8920,Randers NV,41.72,2,"Kartofler, stivelses-",151,,632-2,77.244,4,0
268123,,44183552,Tinghøjvej,96,nan,8920,Randers NV,98.48,2,Vårbyg,1,,357-4,71.536,4,0
268124,,44183552,Tinghøjvej,96,nan,8920,Randers NV,41.72,2,"Kartofler, stivelses-",151,,396-57,9.0,4,0
268125,,44183552,Tinghøjvej,96,nan,8920,Randers NV,23.35,2,"Rajgræsfrø, alm.",101,,1-154,15.0,4,0
268126,,44183552,Tinghøjvej,96,nan,8920,Randers NV,112.48,2,Vinterraps,22,,64-91,38.652,4,0
268127,,44183552,Tinghøjvej,96,nan,8920,Randers NV,98.48,2,Vårbyg,1,,18-416,3.818,4,0
268128,,44183552,Tinghøjvej,96,nan,8920,Randers NV,124.09,2,Vinterhvede,11,,1-211,76.0,4,0
268129,,44183552,Tinghøjvej,96,nan,8920,Randers NV,27.68,2,Vinterbyg,10,,19-184,5.536,4,0
268130,,44183552,Tinghøjvej,96,nan,8920,Randers NV,112.48,2,Vinterraps,22,,18-597,78.736,4,0
268131,,44183552,Tinghøjvej,96,nan,8920,Randers NV,98.48,2,Vårbyg,1,,19-4,25.344,4,0
268132,,44183552,Tinghøjvej,96,nan,8920,Randers NV,27.68,2,Vinterbyg,10,,18-666,7.0,4,0
268133,,44183552,Tinghøjvej,96,nan,8920,Randers NV,41.72,2,"Kartofler, stivelses-",151,,561-3,10.43,2,0
268134,,44183552,Tinghøjvej,96,nan,8920,Randers NV,98.48,2,Vårbyg,1,,357-15,26.826,4,0
268135,,44183552,Tinghøjvej,96,nan,8920,Randers NV,41.72,2,"Kartofler, stivelses-",151,,613-11,30.576,4,0
268136,,44183552,Tinghøjvej,96,nan,8920,Randers NV,112.48,2,Vinterraps,22,,347-25,8.436,2,0
268137,,44183552,Tinghøjvej,96,nan,8920,Randers NV,41.72,2,"Kartofler, stivelses-",151,,3-187,13.094,2,0
268138,,44183552,Tinghøjvej,96,nan,8920,Randers NV,124.09,2,Vinterhvede,11,,19-22,56.565,4,0
268139,,44183552,Tinghøjvej,96,nan,8920,Randers NV,98.48,2,Vårbyg,1,,501-21,10.954,4,0
268140,,44183552,Tinghøjvej,96,nan,8920,Randers NV,23.35,2,"Rajgræsfrø, alm.",101,,18-665,16.345,4,0
268141,,44183552,Tinghøjvej,96,nan,8920,Randers NV,112.48,2,Vinterraps,22,,396-12,42.18,4,0
268142,,44183552,Tinghøjvej,96,nan,8920,Randers NV,27.68,2,Vinterbyg,10,,18-569,1.384,4,0
268143,,44183552,Tinghøjvej,96,nan,8920,Randers NV,98.48,2,Vårbyg,1,,18-569,4.435,4,0
268144,,44183552,Tinghøjvej,96,nan,8920,Randers NV,41.72,2,"Kartofler, stivelses-",151,,361-15,208.6,4,0
268145,,44183552,Tinghøjvej,96,nan,8920,Randers NV,41.72,2,"Kartofler, stivelses-",151,,1-195,56.646,4,0
268146,,44183552,Tinghøjvej,96,nan,8920,Randers NV,27.68,2,Vinterbyg,10,,18-416,2.491,4,0
268147,,44183552,Tinghøjvej,96,nan,8920,Randers NV,98.48,2,Vårbyg,1,,347-12,35.12,4,0
268148,,44183552,Tinghøjvej,96,nan,8920,Randers NV,98.48,2,Vårbyg,1,,11-69,0.176,2,0
268215,,44265265,Adelvej,2,nan,6823,Ansager,,,nan,,,nan,,,1
268351,,44493411,Brejninggårdsvej,14,nan,6971,Spjald,53.42,2,Juletræer og pyntegrønt,583,,19-93,10.0,4,0
268352,,44493411,Brejninggårdsvej,14,nan,6971,Spjald,53.42,2,Juletræer og pyntegrønt,583,,347-5,18.865,4,0
268353,,44493411,Brejninggårdsvej,14,nan,6971,Spjald,53.42,2,Juletræer og pyntegrønt,583,,18-669,87.273,4,0
268573,,44978857,Langballevej,103,nan,8320,Mårslet,7.44,2,Vårbyg,1,,347-36,0.06,2,0
268574,,44978857,Langballevej,103,nan,8320,Mårslet,7.44,2,Vårbyg,1,,11-31,4.8,4,0
268575,,44978857,Langballevej,103,nan,8320,Mårslet,7.44,2,Vårbyg,1,,64-82,1.2,4,0
268576,,44978857,Langballevej,103,nan,8320,Mårslet,7.44,2,Vårbyg,1,,18-416,0.22,4,0
268630,,45182614,Øslevvej,63,nan,9690,Fjerritslev,,,nan,,,nan,,,1
268641,,45236552,Ringivevej,83,nan,7323,Give,,,nan,,,nan,,,1
268718,,45397459,Vrejlev Klostervej,404,nan,9760,Vrå,88.66,2,Juletræer og pyntegrønt,583,,347-5,13.282,4,0
268719,,45397459,Vrejlev Klostervej,404,nan,9760,Vrå,88.66,2,Juletræer og pyntegrønt,583,,48-16,209.192,4,0
268780,,45490068,Hjørringvej,516,nan,9750,Østervrå,7.53,2,Vårbyg,1,,48-43,14.92,4,0
268781,,45490068,Hjørringvej,516,nan,9750,Østervrå,3.99,2,Fodersukkerroer,280,,18-528,16.873,4,0
268782,,45490068,Hjørringvej,516,nan,9750,Østervrå,3.99,2,Fodersukkerroer,280,,11-76,0.06,2,0
268783,,45490068,Hjørringvej,516,nan,9750,Østervrå,3.99,2,Fodersukkerroer,280,,48-43,5.955,4,0
268784,,45490068,Hjørringvej,516,nan,9750,Østervrå,3.99,2,Fodersukkerroer,280,,18-426,2.184,4,0
268785,,45490068,Hjørringvej,516,nan,9750,Østervrå,7.53,2,Vårbyg,1,,11-65,0.075,2,0
268786,,45490068,Hjørringvej,516,nan,9750,Østervrå,3.99,2,Fodersukkerroer,280,,396-22,11.116,4,0
268787,,45490068,Hjørringvej,516,nan,9750,Østervrå,7.53,2,Vårbyg,1,,64-78,2.238,4,0
268788,,45490068,Hjørringvej,516,nan,9750,Østervrå,7.39,2,"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)",260,,48-43,10.3,4,0
268835,,45504352,Kystvejen,25,nan,9850,Hirtshals,3.16,2,Silomajs med græsudlæg,218,,18-442,0.151,2,0
268836,,45504352,Kystvejen,25,nan,9850,Hirtshals,3.16,2,Silomajs med græsudlæg,218,,11-72,0.014,2,0
268837,,45504352,Kystvejen,25,nan,9850,Hirtshals,3.16,2,Silomajs med græsudlæg,218,,347-46,2.761,4,0
269000,,45577155,Tryvej,14,nan,9320,Hjallerup,6.87,2,Juletræer og pyntegrønt,583,,48-16,13.74,4,0
269001,,45577155,Tryvej,14,nan,9320,Hjallerup,94.63,2,Vinterraps,22,,18-597,33.12,4,0
269002,,45577155,Tryvej,14,nan,9320,Hjallerup,43.69,2,Vårbyg,1,,64-87,6.225,4,0
269003,,45577155,Tryvej,14,nan,9320,Hjallerup,43.69,2,Vårbyg,1,,347-57,3.793,4,0
269004,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,48-43,573.018,4,0
269005,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,1-195,401.157,4,0
269006,,45577155,Tryvej,14,nan,9320,Hjallerup,156.11,2,Vinterhvede,11,,64-100,3.122,2,0
269007,,45577155,Tryvej,14,nan,9320,Hjallerup,94.63,2,Vinterraps,22,,48-43,141.07,4,0
269008,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,18-417,60.613,4,0
269009,,45577155,Tryvej,14,nan,9320,Hjallerup,156.11,2,Vinterhvede,11,,19-240,78.055,4,0
269010,,45577155,Tryvej,14,nan,9320,Hjallerup,156.11,2,Vinterhvede,11,,64-69,3.209,2,0
269011,,45577155,Tryvej,14,nan,9320,Hjallerup,43.69,2,Vårbyg,1,,11-65,0.341,2,0
269012,,45577155,Tryvej,14,nan,9320,Hjallerup,94.63,2,Vinterraps,22,,396-77,8.895,2,0
269013,,45577155,Tryvej,14,nan,9320,Hjallerup,117.71,2,Vinterhybridrug,15,,64-100,3.531,2,0
269014,,45577155,Tryvej,14,nan,9320,Hjallerup,117.71,2,Vinterhybridrug,15,,11-65,0.469,2,0
269015,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,18-597,213.853,4,0
269016,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,361-15,526.06,4,0
269017,,45577155,Tryvej,14,nan,9320,Hjallerup,156.11,2,Vinterhvede,11,,396-82,10.878,4,0
269018,,45577155,Tryvej,14,nan,9320,Hjallerup,117.71,2,Vinterhybridrug,15,,396-82,5.174,4,0
269019,,45577155,Tryvej,14,nan,9320,Hjallerup,94.63,2,Vinterraps,22,,19-228,33.12,4,0
269020,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,396-34,819.631,4,0
269021,,45577155,Tryvej,14,nan,9320,Hjallerup,156.11,2,Vinterhvede,11,,347-57,0.94,4,0
269022,,45577155,Tryvej,14,nan,9320,Hjallerup,43.69,2,Vårbyg,1,,48-43,123.046,4,0
269023,,45577155,Tryvej,14,nan,9320,Hjallerup,117.71,2,Vinterhybridrug,15,,18-414,15.062,4,0
269024,,45577155,Tryvej,14,nan,9320,Hjallerup,156.11,2,Vinterhvede,11,,48-43,397.328,4,0
269025,,45577155,Tryvej,14,nan,9320,Hjallerup,43.69,2,Vårbyg,1,,19-184,8.536,4,0
269026,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,64-128,77.367,4,0
269027,,45577155,Tryvej,14,nan,9320,Hjallerup,43.69,2,Vårbyg,1,,64-70,6.75,4,0
269028,,45577155,Tryvej,14,nan,9320,Hjallerup,156.11,2,Vinterhvede,11,,613-5,41.68,4,0
269029,,45577155,Tryvej,14,nan,9320,Hjallerup,156.11,2,Vinterhvede,11,,3-201,0.97,4,0
269030,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,396-12,115.95,4,0
269031,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,561-3,103.856,2,0
269032,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,396-57,57.975,4,0
269033,,45577155,Tryvej,14,nan,9320,Hjallerup,156.11,2,Vinterhvede,11,,11-65,0.208,2,0
269034,,45577155,Tryvej,14,nan,9320,Hjallerup,6.87,2,Juletræer og pyntegrønt,583,,396-82,1.374,4,0
269035,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,352-13,101.048,4,0
269036,,45577155,Tryvej,14,nan,9320,Hjallerup,43.69,2,Vårbyg,1,,18-473,2.918,4,0
269037,,45577155,Tryvej,14,nan,9320,Hjallerup,43.69,2,Vårbyg,1,,396-77,8.536,2,0
269038,,45577155,Tryvej,14,nan,9320,Hjallerup,94.63,2,Vinterraps,22,,396-12,24.122,4,0
269039,,45577155,Tryvej,14,nan,9320,Hjallerup,43.69,2,Vårbyg,1,,18-416,4.834,4,0
269040,,45577155,Tryvej,14,nan,9320,Hjallerup,43.69,2,Vårbyg,1,,64-88,10.965,4,0
269041,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,631-12,93.665,2,0
269042,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,613-11,81.56,4,0
269043,,45577155,Tryvej,14,nan,9320,Hjallerup,156.11,2,Vinterhvede,11,,64-82,1.345,4,0
269044,,45577155,Tryvej,14,nan,9320,Hjallerup,94.63,2,Vinterraps,22,,396-57,18.926,4,0
269045,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,347-5,9.805,4,0
269046,,45577155,Tryvej,14,nan,9320,Hjallerup,156.11,2,Vinterhvede,11,,396-26,16.406,4,0
269047,,45577155,Tryvej,14,nan,9320,Hjallerup,117.71,2,Vinterhybridrug,15,,1-154,56.608,4,0
269048,,45577155,Tryvej,14,nan,9320,Hjallerup,156.11,2,Vinterhvede,11,,18-564,5.823,4,0
269049,,45577155,Tryvej,14,nan,9320,Hjallerup,156.11,2,Vinterhvede,11,,396-77,0.269,2,0
269050,,45577155,Tryvej,14,nan,9320,Hjallerup,94.63,2,Vinterraps,22,,64-72,94.63,4,0
269051,,45577155,Tryvej,14,nan,9320,Hjallerup,117.71,2,Vinterhybridrug,15,,1-211,103.47,4,0
269052,,45577155,Tryvej,14,nan,9320,Hjallerup,43.69,2,Vårbyg,1,,18-597,10.67,4,0
269053,,45577155,Tryvej,14,nan,9320,Hjallerup,117.71,2,Vinterhybridrug,15,,48-43,197.01,4,0
269054,,45577155,Tryvej,14,nan,9320,Hjallerup,43.69,2,Vårbyg,1,,18-432,29.876,4,0
269055,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,631-10,243.956,4,0
269056,,45577155,Tryvej,14,nan,9320,Hjallerup,117.71,2,Vinterhybridrug,15,,396-26,12.416,4,0
269057,,45577155,Tryvej,14,nan,9320,Hjallerup,117.71,2,Vinterhybridrug,15,,19-184,23.542,4,0
269058,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,632-4,222.887,2,0
269059,,45577155,Tryvej,14,nan,9320,Hjallerup,156.11,2,Vinterhvede,11,,64-87,22.815,4,0
269060,,45577155,Tryvej,14,nan,9320,Hjallerup,94.63,2,Vinterraps,22,,64-91,28.389,4,0
269061,,45577155,Tryvej,14,nan,9320,Hjallerup,263.03,2,"Kartofler, stivelses-",151,,632-2,171.264,4,0
269110,,45656268,Alsvej,88,nan,9560,Hadsund,,,nan,,,nan,,,1
269135,,45795128,Birkehøjvej,4,nan,8444,Balle,,,nan,,,nan,,,1
269136,,45816214,Knøsevej,9,nan,5892,Gudbjerg Sydfyn,20.98,2,Juletræer og pyntegrønt,583,,48-16,31.0,4,0
269137,,45816214,Knøsevej,9,nan,5892,Gudbjerg Sydfyn,20.98,2,Juletræer og pyntegrønt,583,,396-82,1.0,4,0
269180,,46085418,Vestergårdvej,7,nan,6900,Skjern,,,nan,,,nan,,,1
269192,,46203011,Giesegårdvej,72,nan,4100,Ringsted,,,nan,,,nan,,,1
269266,,46500350,Nøgelhøjvej,2,nan,9510,Arden,69.59,2,Juletræer og pyntegrønt,583,,347-5,22.784,4,0
269267,,46500350,Nøgelhøjvej,2,nan,9510,Arden,69.59,2,Juletræer og pyntegrønt,583,,48-16,74.445,4,0
269268,,46500350,Nøgelhøjvej,2,nan,9510,Arden,69.59,2,Juletræer og pyntegrønt,583,,1-252,16.024,2,0
269269,,46500350,Nøgelhøjvej,2,nan,9510,Arden,69.59,2,Juletræer og pyntegrønt,583,,396-26,7.588,4,0
269270,,46500350,Nøgelhøjvej,2,nan,9510,Arden,69.59,2,Juletræer og pyntegrønt,583,,526-21,9.558,4,0
269271,,46510615,Hyldehaven,39,nan,6800,Varde,,,nan,,,nan,,,1
269611,,47082358,Lundehusvej,10,nan,9530,Støvring,47.72,2,Juletræer og pyntegrønt,583,,48-16,83.6,4,0
269612,,47082358,Lundehusvej,10,nan,9530,Støvring,17.7,2,Juletræer og pyntegrønt,583,,347-5,17.7,2,0
269762,,47437113,Billundvej,3,nan,6500,Vojens,,,nan,,,nan,,,1
270130,,48139515,Laen Kærvej,4,nan,8585,Glesborg,,,nan,,,nan,,,1
270209,,48242154,Møllegade,17,nan,7080,Børkop,2.5,2,Juletræer og pyntegrønt,583,,1-211,5.0,4,0
270210,,48242154,Møllegade,17,nan,7080,Børkop,10.0,2,Juletræer og pyntegrønt,583,,526-21,1.925,4,0
270211,,48242154,Møllegade,17,nan,7080,Børkop,9.4,2,Juletræer og pyntegrønt,583,,357-3,14.0,4,0
270420,,48538215,Spandetvej,22,nan,6760,Ribe,,,nan,,,nan,,,1
